,Year,Country,AverageTemperature,Continent,temperature_difference,% temp difference
40337,1981,Jersey,11.18125,Europe,0.3560833333333342,3.1846469163406077
40338,1981,Jordan,19.769916666666667,Asia,-0.07508333333333184,-0.37978578564231935
40339,1981,Kazakhstan,6.71525,Asia,1.0084999999999997,15.018055917501204
40340,1981,Kenya,24.320916666666665,Africa,-0.40149999999999864,-1.6508423819003477
40342,1981,Kiribati,26.93583333333333,Oceania,-0.32116666666667015,-1.1923398199424688
40343,1981,Kuwait,25.69275,Asia,0.02191666666666947,0.08530292267923625
40344,1981,Kyrgyzstan,4.140499999999999,Asia,-0.36733333333333373,-8.871714366219871
40345,1981,Laos,24.02433333333333,Asia,-0.2582500000000003,-1.0749517849957697
40346,1981,Latvia,5.800583333333333,Europe,1.0376666666666665,17.88900541612194
40347,1981,Lebanon,18.14775,Asia,0.2631666666666632,1.4501338549774117
40348,1981,Lesotho,13.501,Africa,-0.6080833333333331,-4.503987358961063
40349,1981,Liberia,25.77008333333333,Africa,-0.024916666666673137,-0.0966883433956292
40350,1981,Libya,22.609583333333333,Africa,0.23991666666666234,1.061128208908445
40351,1981,Liechtenstein,4.8181666666666665,Europe,0.6282500000000004,13.039191947144497
40352,1981,Lithuania,6.396916666666666,Europe,1.2685833333333338,19.8311686619856
40353,1981,Luxembourg,9.309166666666666,Europe,0.43166666666666664,4.637006534777549
40354,1981,Macau,22.976916666666668,Asia,0.03783333333333516,0.16465800821840104
40355,1981,Macedonia,10.33475,Europe,0.34316666666666684,3.320512510381643
40356,1981,Madagascar,22.933916666666665,Africa,-0.08474999999999966,-0.3695400189675393
40357,1981,Malawi,21.29175,Africa,-0.34291666666666387,-1.6105612111107066
40358,1981,Malaysia,26.20625,Asia,-0.004166666666662877,-0.015899515064776062
40359,1981,Mali,28.91208333333333,Africa,-0.2293333333333365,-0.7932092983037767
40360,1981,Malta,18.41708333333333,Europe,0.44616666666666305,2.422569625121584
40361,1981,Martinique,26.686333333333334,Americas,-0.06699999999999662,-0.2510648396807228
40362,1981,Mauritania,28.334333333333333,Africa,0.10433333333333294,0.3682222980365385
40363,1981,Mauritius,23.817083333333333,Africa,-0.047833333333336725,-0.20083623449556193
40364,1981,Mayotte,26.553,Africa,-0.04741666666667044,-0.17857367026953805
40365,1981,Mexico,20.75375,Americas,-0.2819166666666675,-1.358389046156321
40366,1981,Moldova,9.531666666666668,Europe,1.4019166666666685,14.707990907501328
40367,1981,Monaco,9.2305,Europe,0.5404166666666654,5.854684650524517
40368,1981,Mongolia,-0.6005833333333337,Asia,-0.11791666666666711,19.633689468572285
40369,1981,Montenegro,10.20625,Europe,0.5940000000000012,5.819963257807728
40370,1981,Montserrat,27.01725,Americas,-0.05816666666666492,-0.21529454946993096
40371,1981,Morocco,18.312166666666663,Africa,0.25541666666666174,1.3947921691407086
40372,1981,Mozambique,23.42625,Africa,-0.3256666666666703,-1.3901783967415628
40373,1981,Namibia,20.674,Africa,0.013083333333330671,0.06328399600140597
40374,1981,Nepal,14.907583333333337,Asia,-0.39175000000000004,-2.6278571867785407
40375,1981,Netherlands,9.639916666666666,Europe,0.17499999999999893,1.8153683901140114
40377,1981,New Caledonia,23.048583333333337,Oceania,0.12383333333333724,0.5372709096365454
40378,1981,New Zealand,11.0525,Oceania,0.4528333333333343,4.097112267209539
40379,1981,Nicaragua,26.099166666666665,Americas,-0.21083333333333343,-0.8078163415179288
40380,1981,Niger,27.55433333333333,Africa,-0.2508333333333397,-0.9103226352782009
40381,1981,Nigeria,26.802916666666672,Africa,-0.26074999999999093,-0.9728418859887421
40382,1981,Niue,25.26825,Oceania,-0.1025000000000027,-0.4056474033619372
40384,1981,North Korea,6.603666666666666,Asia,0.2111666666666654,3.1977184392509024
40385,1981,Northern Mariana Islands,27.52008333333333,Oceania,0.21799999999999997,0.7921487640844111
40386,1981,Norway,-0.6071666666666666,Europe,-0.46033333333333315,75.81663464177872
40388,1981,Oman,27.261750000000003,Asia,-0.15116666666666845,-0.5545009644159618
40389,1981,Pakistan,21.20533333333333,Asia,-0.20591666666667052,-0.9710607394366381
40390,1981,Palau,27.55733333333333,Oceania,0.10449999999999804,0.37920940584477714
40393,1981,Panama,26.655833333333334,Americas,-0.0034166666666664014,-0.012817707193546385
40394,1981,Papua New Guinea,24.87033333333333,Oceania,0.12516666666666865,0.5032769966895042
40395,1981,Paraguay,23.6915,Americas,0.09125000000000227,0.38515923432455634
40396,1981,Peru,20.04341666666667,Americas,-0.28916666666666657,-1.4427014688946072
40397,1981,Philippines,26.83008333333333,Asia,0.059083333333330046,0.22021300716545192
40398,1981,Poland,7.844166666666666,Europe,1.1537499999999996,14.708382024859231
40399,1981,Portugal,15.4955,Europe,0.6540833333333325,4.221117958977332
40400,1981,Puerto Rico,26.144333333333336,Americas,-0.055416666666666003,-0.21196435173969885
40401,1981,Qatar,27.375,Asia,-0.061583333333331325,-0.22496194824961216
40403,1981,Romania,9.002,Europe,0.9250833333333333,10.276420054802635
40404,1981,Russia,-4.166166666666667,Europe,1.2545833333333336,-30.11361363363604
40405,1981,Rwanda,19.58233333333333,Africa,-0.18875000000000597,-0.9638790065876011
40406,1981,Saint Barthélemy,27.18325,Americas,-0.06883333333333042,-0.25321966039134547
40408,1981,Saint Lucia,27.30258333333333,Americas,-0.01875000000000071,-0.06867482014827918
40409,1981,Saint Martin,27.18325,Americas,-0.06883333333333042,-0.25321966039134547
40412,1981,Samoa,26.49791666666667,Oceania,-0.22333333333333272,-0.842833556097175
40413,1981,San Marino,13.843166666666669,Europe,0.5401666666666678,3.9020455338975983
40415,1981,Saudi Arabia,26.07033333333333,Asia,-0.0470000000000006,-0.18028154607408395
40416,1981,Senegal,28.49791666666667,Africa,-0.048749999999998295,-0.17106513634036977
40417,1981,Serbia,10.114666666666666,Europe,0.7590833333333329,7.504778539414707
40418,1981,Seychelles,26.97808333333333,Africa,-0.0591666666666697,-0.21931382572892086
40419,1981,Sierra Leone,26.35783333333333,Africa,-0.13616666666667143,-0.5166079660063287
40420,1981,Singapore,26.981,Asia,0.02458333333333229,0.09111349962318775
40422,1981,Slovakia,7.821083333333333,Europe,1.146583333333334,14.660160037505468
40423,1981,Slovenia,9.853583333333336,Europe,0.807166666666669,8.191605422731177
40424,1981,Solomon Islands,27.06691666666667,Oceania,0.12575000000000713,0.46458930490176675
40425,1981,Somalia,27.057916666666667,Africa,-0.3755833333333314,-1.3880718828438923
40426,1981,South Africa,17.115750000000002,Africa,-0.4940833333333323,-2.8867173996659936
40429,1981,South Korea,11.47425,Asia,0.210666666666663,1.8359950904561346
40430,1981,Spain,14.27325,Europe,0.6690000000000005,4.687089485576168
40431,1981,Sri Lanka,27.335083333333333,Asia,-0.31974999999999554,-1.1697421811408253
40432,1981,Sudan,27.31375,Africa,-0.3625833333333297,-1.3274754778575981
40433,1981,Suriname,26.488,Americas,-0.2753333333333323,-1.039464411557431
40435,1981,Swaziland,18.60408333333333,Africa,-0.3932500000000019,-2.1137832644267265
40436,1981,Sweden,1.7310833333333333,Europe,-0.14433333333333365,-8.33774611274252
40437,1981,Switzerland,7.128916666666668,Europe,0.5905000000000014,8.283165978935573
40438,1981,Syria,18.56658333333333,Asia,0.2815833333333302,1.51661362932507
40439,1981,Taiwan,22.197666666666667,Asia,-0.28666666666666885,-1.2914270268646952
40440,1981,Tajikistan,5.003333333333334,Asia,-0.13766666666666616,-2.7514990006662123
40441,1981,Tanzania,22.478250000000003,Africa,-0.17466666666665986,-0.7770474421570177
40442,1981,Thailand,26.2125,Asia,-0.5931666666666686,-2.26291527579082
40444,1981,Togo,27.228166666666667,Africa,-0.037416666666668874,-0.13741897177555915
40445,1981,Tonga,23.69225,Oceania,0.17825000000000202,0.7523557281389569
40447,1981,Tunisia,20.267,Africa,0.7709166666666682,3.8038025690367014
40448,1981,Turkey,12.5755,Asia,0.5905833333333312,4.696301008574858
40449,1981,Turkmenistan,15.982416666666666,Asia,0.5944999999999983,3.719712809389475
40451,1981,Uganda,23.368916666666667,Africa,-0.2644999999999982,-1.131845364390725
40452,1981,Ukraine,8.764666666666667,Europe,1.864583333333333,21.273864760021294
40453,1981,United Arab Emirates,28.13491666666667,Asia,-0.1661666666666619,-0.5906065713126165
40454,1981,United Kingdom,8.487083333333333,Europe,-0.1560833333333349,-1.8390691737444342
40456,1981,United States,9.7215,Americas,0.5860000000000003,6.027876356529345
40457,1981,Uruguay,17.848333333333333,Americas,-0.2080833333333345,-1.1658418152955523
40458,1981,Uzbekistan,13.524416666666667,Asia,0.49766666666666737,3.6797643767753434
40459,1981,Venezuela,25.450666666666667,Americas,-0.12241666666666617,-0.4809959136630324
40460,1981,Vietnam,24.178833333333333,Asia,0.006666666666667709,0.027572325656742638
40463,1981,Yemen,26.542333333333332,Asia,-0.3132499999999965,-1.1801901365114715
40464,1981,Zambia,21.24783333333333,Africa,-0.08983333333333832,-0.4227882058563069
40465,1981,Zimbabwe,20.804166666666667,Africa,-0.32466666666666555,-1.5605848187462392
40467,1982,Afghanistan,13.733083333333331,Asia,-1.1270000000000024,-8.206460069054675
40469,1982,Albania,13.015250000000002,Europe,0.4365833333333331,3.354398366019347
40470,1982,Algeria,23.094166666666663,Africa,-0.48508333333333553,-2.1004582686825777
40471,1982,American Samoa,26.90275,Oceania,0.15724999999999767,0.5845127356868635
40472,1982,Andorra,12.185166666666667,Europe,0.639166666666668,5.24544870128983
40473,1982,Angola,21.820000000000004,Africa,-0.20791666666666586,-0.9528719828903109
40474,1982,Anguilla,26.831166666666665,Americas,-0.3520833333333364,-1.3122177567132864
40477,1982,Argentina,15.256749999999998,Americas,0.0893333333333306,0.5855331793031321
40478,1982,Armenia,8.274333333333333,Asia,-1.531083333333335,-18.504008379325647
40479,1982,Aruba,28.2465,Americas,-0.20175000000000054,-0.7142477829111591
40481,1982,Australia,21.9105,Oceania,-0.2535833333333315,-1.1573598655134822
40482,1982,Austria,6.918583333333334,Europe,0.41500000000000004,5.998337810004457
40483,1982,Azerbaijan,10.934833333333332,Asia,-1.4558333333333344,-13.313722202746586
40484,1982,Bahamas,25.87033333333333,Americas,0.71383333333333,2.7592738142788913
40485,1982,Bahrain,25.51683333333333,Asia,-1.0655000000000001,-4.175674881287517
40487,1982,Bangladesh,25.14408333333333,Asia,0.19224999999999426,0.7645933934092949
40488,1982,Barbados,26.8155,Americas,-0.2967499999999994,-1.1066360873375451
40489,1982,Belarus,6.62125,Europe,0.02925000000000022,0.4417594865017968
40490,1982,Belgium,10.33,Europe,0.7029166666666686,6.80461439173929
40491,1982,Belize,25.6825,Americas,0.4141666666666701,1.6126415522891857
40492,1982,Benin,27.2955,Africa,-0.16783333333333061,-0.6148754678732048
40493,1982,Bhutan,12.045,Asia,-0.013750000000001705,-0.11415525114156666
40494,1982,Bolivia,21.300083333333333,Americas,0.3220833333333317,1.5121224095367314
40497,1982,Botswana,22.48783333333333,Africa,0.8821666666666665,3.92286199204014
40498,1982,Brazil,25.23033333333333,Americas,0.2469166666666638,0.9786500376530782
40499,1982,British Virgin Islands,26.553833333333333,Americas,-0.3494166666666665,-1.3158803185980674
40500,1982,Bulgaria,10.614,Europe,-0.14108333333333078,-1.3292192701463235
40501,1982,Burkina Faso,28.09283333333333,Africa,-0.31266666666666865,-1.1129766191852086
40503,1982,Burundi,20.37033333333333,Africa,-0.04091666666666782,-0.20086400157091766
40504,1982,Cambodia,26.94783333333333,Asia,-0.11741666666666717,-0.4357183941813523
40505,1982,Cameroon,24.29608333333333,Africa,-0.004333333333338629,-0.01783552218638243
40506,1982,Canada,-5.875166666666668,Americas,-3.007916666666668,51.19712915945648
40507,1982,Cape Verde,24.19033333333333,Africa,-0.4437500000000014,-1.8344104394317349
40508,1982,Cayman Islands,27.35258333333333,Americas,0.5784999999999982,2.1149739055725933
40509,1982,Central African Republic,25.257166666666667,Africa,-0.018833333333333258,-0.07456629471503108
40510,1982,Chad,27.259833333333333,Africa,0.06500000000000128,0.23844606533422658
40511,1982,Chile,10.050333333333333,Americas,0.09525000000000006,0.947729760206959
40512,1982,China,7.14975,Asia,0.22333333333333272,3.1236523421564772
40513,1982,Christmas Island,26.09541666666667,Asia,-0.04550000000000054,-0.17436012071085485
40514,1982,Colombia,25.19108333333333,Americas,0.046583333333327204,0.18491992867844326
40515,1982,Comoros,26.251500000000004,Africa,0.30733333333333945,1.1707267521221243
40516,1982,Congo,24.433333333333334,Africa,-0.1669166666666655,-0.6831514324692994
40518,1982,Costa Rica,26.107916666666668,Americas,0.3304166666666646,1.2655803635551077
40519,1982,Croatia,11.921916666666666,Europe,0.41341666666666654,3.467703039919475
40520,1982,Cuba,26.08175,Americas,0.5952499999999965,2.282247165163367
40521,1982,Curaçao,27.683750000000003,Americas,-0.2883333333333269,-1.0415255640342327
40522,1982,Cyprus,18.566416666666665,Asia,-0.6655000000000015,-3.584428874715557
40523,1982,Czech Republic,8.433583333333333,Europe,0.45491666666666664,5.394108870290406
40525,1982,Denmark,-18.43808333333333,Europe,-0.6204999999999963,3.3653172554992414
40527,1982,Djibouti,29.047083333333333,Africa,0.16791666666667027,0.5780844318850267
40528,1982,Dominica,26.436000000000003,Americas,-0.2503333333333302,-0.946941039995953
40529,1982,Dominican Republic,25.96375,Americas,-0.1385000000000005,-0.5334360406335776
40530,1982,Ecuador,22.47725,Americas,0.309583333333336,1.3773185480133734
40531,1982,Egypt,22.45375,Africa,-0.3979999999999997,-1.7725324277681889
40532,1982,El Salvador,25.41925,Americas,0.35608333333333775,1.4008412259737708
40533,1982,Equatorial Guinea,24.855416666666667,Africa,-0.07158333333333644,-0.28799892712857267
40534,1982,Eritrea,26.63525,Africa,-0.3301666666666705,-1.2395853865335242
40535,1982,Estonia,5.4446666666666665,Europe,0.2615833333333333,4.804395738949429
40536,1982,Ethiopia,23.2555,Africa,0.1009166666666701,0.4339475249582683
40539,1982,Faroe Islands,7.062916666666666,Europe,0.9172499999999992,12.986844433956687
40541,1982,Fiji,25.259416666666667,Oceania,-0.16908333333333303,-0.6693873241992249
40542,1982,Finland,1.8109166666666672,Europe,0.9709166666666673,53.61465187980306
40543,1982,France,13.679416666666668,Europe,0.5987500000000026,4.377014127064403
40545,1982,French Guiana,26.048416666666668,Americas,-0.08683333333333465,-0.33335359474824633
40546,1982,French Polynesia,26.40808333333333,Oceania,0.11616666666666475,0.43989056381094715
40548,1982,Gabon,24.12775,Africa,-0.16766666666666907,-0.6949121516373018
40549,1982,Gambia,27.58683333333333,Africa,-0.49266666666666836,-1.7858761123966207
40551,1982,Georgia,7.979666666666667,Asia,-1.462083333333334,-18.322611637913038
40552,1982,Germany,9.073333333333334,Europe,0.7528333333333332,8.297207935341659
40553,1982,Ghana,26.801,Africa,-0.21716666666667095,-0.810293148265628
40554,1982,Greece,14.762416666666669,Europe,-0.18408333333333182,-1.246972887230513
40555,1982,Greenland,-18.990666666666662,Americas,-0.6495833333333287,3.420539914343865
40556,1982,Grenada,27.0755,Americas,-0.3609999999999971,-1.3333087108271207
40557,1982,Guadeloupe,26.5945,Americas,-0.35800000000000054,-1.3461429994923784
40558,1982,Guam,27.05725,Oceania,-0.46283333333332877,-1.710570487885239
40559,1982,Guatemala,23.776666666666667,Americas,0.40100000000000335,1.6865274078228094
40560,1982,Guernsey,11.661416666666668,Europe,0.4801666666666673,4.1175671909502185
40561,1982,Guinea,25.581666666666667,Africa,-0.2803333333333313,-1.0958368623363006
40563,1982,Guyana,26.35308333333333,Americas,0.14858333333333107,0.5638176430967828
40564,1982,Haiti,26.762666666666664,Americas,0.006833333333332803,0.025533080908726594
40566,1982,Honduras,25.17708333333333,Americas,0.2807499999999976,1.1151013653289108
40567,1982,Hong Kong,22.970166666666668,Asia,-0.1925833333333351,-0.838406338656671
40568,1982,Hungary,10.186583333333331,Europe,0.12791666666666401,1.255736712505803
40569,1982,Iceland,1.34425,Europe,0.7027499999999999,52.27822205690905
40570,1982,India,24.21825,Asia,-0.010166666666663104,-0.041979361294325994
40571,1982,Indonesia,25.94175,Asia,-0.08916666666666373,-0.34371878021592117
40572,1982,Iran,17.32675,Asia,-1.0915,-6.299507986206299
40573,1982,Iraq,21.185166666666667,Asia,-1.2338333333333331,-5.824043552485621
40574,1982,Ireland,9.84675,Europe,0.2558333333333316,2.598149981804469
40576,1982,Israel,19.318250000000003,Asia,-0.7011666666666656,-3.6295558172539724
40577,1982,Italy,13.439916666666669,Europe,0.6631666666666689,4.9343063883084755
40578,1982,Jamaica,26.660333333333337,Americas,0.2807500000000047,1.05306260236808
40579,1982,Japan,12.336333333333334,Asia,0.7069166666666682,5.730362884703732
40580,1982,Jersey,11.661416666666668,Europe,0.4801666666666673,4.1175671909502185
40581,1982,Jordan,18.850916666666667,Asia,-0.9190000000000005,-4.875094491426149
40582,1982,Kazakhstan,6.257583333333334,Asia,-0.45766666666666644,-7.313792598314042
40583,1982,Kenya,24.359416666666664,Africa,0.03849999999999909,0.158049761728007
40585,1982,Kiribati,27.28991666666667,Oceania,0.35408333333333886,1.2974877778422635
40586,1982,Kuwait,24.723000000000003,Asia,-0.9697499999999977,-3.922460866399699
40587,1982,Kyrgyzstan,3.7505833333333336,Asia,-0.3899166666666658,-10.396160597240407
40588,1982,Laos,23.86975,Asia,-0.1545833333333313,-0.647611865785487
40589,1982,Latvia,6.01125,Europe,0.21066666666666745,3.5045400984265744
40590,1982,Lebanon,17.324749999999998,Asia,-0.8230000000000004,-4.750429299124089
40591,1982,Lesotho,14.327,Africa,0.8260000000000005,5.765338172680956
40592,1982,Liberia,25.542333333333332,Africa,-0.2277499999999968,-0.8916569877458211
40593,1982,Libya,22.409750000000003,Africa,-0.19983333333333064,-0.8917249560273124
40594,1982,Liechtenstein,5.51175,Europe,0.6935833333333337,12.583722653119855
40595,1982,Lithuania,6.700666666666666,Europe,0.30374999999999996,4.533131031738136
40596,1982,Luxembourg,10.099583333333332,Europe,0.7904166666666654,7.826230455051765
40597,1982,Macau,22.729416666666665,Asia,-0.24750000000000227,-1.0888972806898651
40598,1982,Macedonia,10.560250000000002,Europe,0.22550000000000203,2.13536611349165
40599,1982,Madagascar,23.001083333333337,Africa,0.06716666666667237,0.29201523116667266
40600,1982,Malawi,21.5385,Africa,0.2467499999999987,1.1456229542447187
40601,1982,Malaysia,26.18008333333333,Asia,-0.026166666666672,-0.0999487523913102
40602,1982,Mali,28.439666666666668,Africa,-0.47241666666666404,-1.661118859808474
40603,1982,Malta,19.080916666666667,Europe,0.6638333333333364,3.479043197610194
40604,1982,Martinique,26.436000000000003,Americas,-0.2503333333333302,-0.946941039995953
40605,1982,Mauritania,27.582666666666668,Africa,-0.7516666666666652,-2.725141393145448
40606,1982,Mauritius,23.75133333333333,Africa,-0.06575000000000131,-0.27682656412272144
40607,1982,Mayotte,26.815416666666668,Africa,0.26241666666666674,0.9786037260904021
40608,1982,Mexico,21.05108333333333,Americas,0.2973333333333308,1.4124372063195363
40609,1982,Moldova,9.437666666666669,Europe,-0.09399999999999942,-0.996008900505062
40610,1982,Monaco,9.894833333333333,Europe,0.6643333333333334,6.713941619363642
40611,1982,Mongolia,0.4544166666666669,Asia,1.0550000000000006,232.1657803044196
40612,1982,Montenegro,10.685666666666668,Europe,0.47941666666666727,4.486539601335126
40613,1982,Montserrat,26.633166666666668,Americas,-0.3840833333333329,-1.4421241684866597
40614,1982,Morocco,17.701916666666666,Africa,-0.6102499999999971,-3.4473668105619284
40615,1982,Mozambique,23.762666666666664,Africa,0.3364166666666648,1.4157361687801517
40616,1982,Namibia,20.857833333333332,Africa,0.1838333333333324,0.8813635165045862
40617,1982,Nepal,14.893750000000002,Asia,-0.013833333333334252,-0.0928801230941452
40618,1982,Netherlands,10.33625,Europe,0.6963333333333335,6.736808158987384
40620,1982,New Caledonia,22.687166666666663,Oceania,-0.36141666666667405,-1.5930445259067494
40621,1982,New Zealand,10.365333333333334,Oceania,-0.6871666666666663,-6.629470028299456
40622,1982,Nicaragua,26.38775,Americas,0.2885833333333352,1.0936261459705172
40623,1982,Niger,27.58866666666667,Africa,0.034333333333339766,0.12444723678807637
40624,1982,Nigeria,26.86966666666667,Africa,0.06674999999999898,0.2484213921522372
40625,1982,Niue,25.160666666666668,Oceania,-0.1075833333333307,-0.42758538459499223
40627,1982,North Korea,7.59625,Asia,0.992583333333334,13.066754429268837
40628,1982,Northern Mariana Islands,27.05725,Oceania,-0.46283333333332877,-1.710570487885239
40629,1982,Norway,0.4977499999999999,Europe,1.1049166666666665,221.9822534739662
40631,1982,Oman,26.7765,Asia,-0.4852500000000042,-1.8122234048512844
40632,1982,Pakistan,20.509416666666667,Asia,-0.6959166666666619,-3.393156801956801
40633,1982,Palau,27.541416666666667,Oceania,-0.015916666666662138,-0.057791750000739994
40636,1982,Panama,26.77908333333333,Americas,0.1232499999999952,0.4602472701019585
40637,1982,Papua New Guinea,24.51758333333333,Oceania,-0.35275000000000034,-1.438763336516991
40638,1982,Paraguay,23.81025,Americas,0.11874999999999858,0.49873478858894205
40639,1982,Peru,20.27058333333333,Americas,0.22716666666666185,1.120671580738896
40640,1982,Philippines,26.751583333333333,Asia,-0.07849999999999824,-0.2934405751684414
40641,1982,Poland,8.4135,Europe,0.5693333333333346,6.766902398922381
40642,1982,Portugal,15.071916666666668,Europe,-0.4235833333333314,-2.8104145126421525
40643,1982,Puerto Rico,25.749666666666663,Americas,-0.39466666666667294,-1.5327059249958175
40644,1982,Qatar,26.271,Asia,-1.1039999999999992,-4.20235240379125
40646,1982,Romania,9.054416666666668,Europe,0.052416666666667666,0.5789071631708392
40647,1982,Russia,-5.097583333333334,Europe,-0.9314166666666663,18.27173006816955
40648,1982,Rwanda,19.547083333333333,Africa,-0.03524999999999778,-0.18033380939184168
40649,1982,Saint Barthélemy,26.831166666666665,Americas,-0.3520833333333364,-1.3122177567132864
40651,1982,Saint Lucia,26.9715,Americas,-0.33108333333333206,-1.2275302943230153
40652,1982,Saint Martin,26.831166666666665,Americas,-0.3520833333333364,-1.3122177567132864
40655,1982,Samoa,26.64108333333333,Oceania,0.14316666666666222,0.5373905590675888
40656,1982,San Marino,14.498916666666668,Europe,0.6557499999999994,4.522751699839639
40658,1982,Saudi Arabia,25.007166666666667,Asia,-1.063166666666664,-4.25144791826342
40659,1982,Senegal,27.966416666666664,Africa,-0.5315000000000047,-1.9004937469643823
40660,1982,Serbia,10.314,Europe,0.19933333333333358,1.932648180466682
40661,1982,Seychelles,27.194666666666667,Africa,0.21658333333333601,0.7964184153755737
40662,1982,Sierra Leone,26.254416666666668,Africa,-0.10341666666666072,-0.3939019783972628
40663,1982,Singapore,26.8365,Asia,-0.14450000000000074,-0.538445773480151
40665,1982,Slovakia,8.214833333333333,Europe,0.3937499999999998,4.7931587169551
40666,1982,Slovenia,10.291583333333334,Europe,0.43799999999999706,4.255904906112572
40667,1982,Solomon Islands,26.740250000000003,Oceania,-0.326666666666668,-1.2216290672924448
40668,1982,Somalia,27.10308333333333,Africa,0.04516666666666325,0.1666477061342833
40669,1982,South Africa,17.752083333333335,Africa,0.636333333333333,3.5845558033094687
40672,1982,South Korea,12.469833333333334,Asia,0.9955833333333342,7.9839345620764846
40673,1982,Spain,14.205,Europe,-0.06825000000000081,-0.48046462513200144
40674,1982,Sri Lanka,27.40675,Asia,0.07166666666666544,0.2614927587790068
40675,1982,Sudan,27.114,Africa,-0.1997499999999981,-0.7367042856089034
40676,1982,Suriname,26.54716666666667,Americas,0.0591666666666697,0.222873753005668
40678,1982,Swaziland,19.327916666666667,Africa,0.7238333333333351,3.7450147670683687
40679,1982,Sweden,3.022,Europe,1.2909166666666665,42.71729538936686
40680,1982,Switzerland,7.798583333333334,Europe,0.6696666666666662,8.587029695564357
40681,1982,Syria,17.483083333333333,Asia,-1.0834999999999972,-6.197419410191741
40682,1982,Taiwan,22.19225,Asia,-0.005416666666665293,-0.024407920182339747
40683,1982,Tajikistan,4.131083333333334,Asia,-0.8722500000000002,-21.114316260867813
40684,1982,Tanzania,22.56358333333333,Africa,0.08533333333332749,0.3781905208613917
40685,1982,Thailand,26.187,Asia,-0.025499999999997414,-0.09737656088898083
40687,1982,Togo,26.987166666666667,Africa,-0.24099999999999966,-0.8930170513145125
40688,1982,Tonga,23.28983333333333,Oceania,-0.40241666666667086,-1.7278640894811224
40690,1982,Tunisia,20.50733333333333,Africa,0.24033333333333218,1.1719384935470183
40691,1982,Turkey,11.498583333333334,Asia,-1.0769166666666656,-9.36564649268387
40692,1982,Turkmenistan,14.534833333333331,Asia,-1.447583333333334,-9.959407859280585
40694,1982,Uganda,23.30625,Africa,-0.06266666666666865,-0.26888352552070216
40695,1982,Ukraine,8.1415,Europe,-0.6231666666666662,-7.654199676554272
40696,1982,United Arab Emirates,27.327416666666668,Asia,-0.807500000000001,-2.9549079221416865
40697,1982,United Kingdom,9.014583333333333,Europe,0.5274999999999999,5.851629304367921
40699,1982,United States,8.5395,Americas,-1.1820000000000004,-13.841559810293347
40700,1982,Uruguay,18.016416666666668,Americas,0.16808333333333536,0.9329454155238158
40701,1982,Uzbekistan,12.379,Asia,-1.1454166666666676,-9.252901419069937
40702,1982,Venezuela,25.38716666666667,Americas,-0.06349999999999767,-0.2501263761874346
40703,1982,Vietnam,24.000666666666664,Asia,-0.17816666666666947,-0.7423404905419412
40706,1982,Yemen,26.08275,Asia,-0.459583333333331,-1.762020236874298
40707,1982,Zambia,21.59958333333333,Africa,0.35175000000000267,1.6285036362584282
40708,1982,Zimbabwe,21.574916666666667,Africa,0.7707499999999996,3.572435582987959
40710,1983,Afghanistan,14.614833333333335,Asia,0.8817500000000038,6.033253885892212
40712,1983,Albania,12.510916666666668,Europe,-0.5043333333333333,-4.031146132377723
40713,1983,Algeria,23.683000000000003,Africa,0.5888333333333406,2.4863122633675654
40714,1983,American Samoa,26.92866666666667,Oceania,0.025916666666667254,0.09624192310549075
40715,1983,Andorra,11.99175,Europe,-0.19341666666666768,-1.6129144342290964
40716,1983,Angola,22.36725,Africa,0.5472499999999947,2.4466575014809364
40717,1983,Anguilla,27.263666666666666,Americas,0.432500000000001,1.58636035749655
40720,1983,Argentina,14.954333333333333,Americas,-0.3024166666666659,-2.0222677930588633
40721,1983,Armenia,9.000583333333333,Asia,0.7262500000000003,8.06892145879434
40722,1983,Aruba,28.687,Americas,0.4405000000000001,1.5355387457733471
40724,1983,Australia,22.26108333333333,Oceania,0.35058333333332925,1.5748709444358997
40725,1983,Austria,7.187083333333334,Europe,0.2684999999999995,3.7358687460142552
40726,1983,Azerbaijan,11.855333333333334,Asia,0.9205000000000023,7.764437946353278
40727,1983,Bahamas,25.527583333333336,Americas,-0.3427499999999952,-1.3426652868955289
40728,1983,Bahrain,25.591166666666663,Asia,0.07433333333333181,0.29046480882074605
40730,1983,Bangladesh,25.06983333333333,Asia,-0.07424999999999926,-0.29617269094994353
40731,1983,Barbados,26.98333333333333,Americas,0.16783333333333061,0.6219888820259319
40732,1983,Belarus,7.448499999999999,Europe,0.8272499999999994,11.10626300597435
40733,1983,Belgium,10.2945,Europe,-0.03550000000000075,-0.3448443343533028
40734,1983,Belize,25.871166666666667,Americas,0.18866666666666632,0.7292545755570861
40735,1983,Benin,27.72975,Africa,0.4342499999999987,1.5660076271874026
40736,1983,Bhutan,11.73975,Asia,-0.30524999999999913,-2.6001405481377295
40737,1983,Bolivia,21.57166666666667,Americas,0.27158333333333573,1.2589816889438414
40740,1983,Botswana,22.964416666666665,Africa,0.476583333333334,2.075312167737771
40741,1983,Brazil,25.35075,Americas,0.12041666666667084,0.4750023832299669
40742,1983,British Virgin Islands,26.958166666666667,Americas,0.40433333333333366,1.4998547131666977
40743,1983,Bulgaria,10.8185,Europe,0.20449999999999946,1.8902805379673655
40744,1983,Burkina Faso,28.715083333333336,Africa,0.6222500000000046,2.1669796071170655
