,Year,Country,AverageTemperature,Continent,temperature_difference,% temp difference
37826,1971,British Virgin Islands,26.292166666666663,Americas,-0.3144166666666699,-1.1958568141334998
37827,1971,Bulgaria,10.562833333333334,Europe,-0.37175000000000047,-3.519415560850155
37828,1971,Burkina Faso,28.2285,Africa,-0.2724166666666683,-0.9650412408263574
37830,1971,Burundi,19.65908333333333,Africa,-0.3958333333333357,-2.0134882518259283
37831,1971,Cambodia,26.363916666666668,Asia,-0.6446666666666623,-2.4452613578533624
37832,1971,Cameroon,24.252166666666668,Africa,-0.3582499999999982,-1.4771876052311401
37833,1971,Canada,-4.869583333333334,Americas,0.2335833333333328,-4.796782750064162
37834,1971,Cape Verde,24.01383333333333,Africa,-0.7245833333333316,-3.017358050568068
37835,1971,Cayman Islands,26.786,Americas,0.04949999999999832,0.18479802882101964
37836,1971,Central African Republic,25.10066666666667,Africa,-0.3290833333333296,-1.3110541552681054
37837,1971,Chad,26.913083333333333,Africa,-0.10766666666667035,-0.40005325786406376
37838,1971,Chile,9.160166666666669,Americas,-0.4935833333333317,-5.388366296100853
37839,1971,China,6.84625,Asia,0.2780833333333339,4.061834337532721
37840,1971,Christmas Island,25.762,Asia,-0.23941666666666706,-0.9293403721243189
37841,1971,Colombia,24.55741666666667,Americas,-0.37383333333333013,-1.522282813406663
37842,1971,Comoros,25.379166666666663,Africa,-0.5308333333333373,-2.0916105729765384
37843,1971,Congo,24.32633333333333,Africa,-0.41474999999999795,-1.704942517710566
37845,1971,Costa Rica,25.43133333333333,Americas,-0.12266666666666737,-0.4823446142553833
37846,1971,Croatia,11.393333333333333,Europe,0.08266666666666467,0.7255705090696138
37847,1971,Cuba,25.479666666666663,Americas,0.06749999999999545,0.2649171234579029
37848,1971,Curaçao,27.28291666666667,Americas,-0.5210000000000008,-1.9096198781288685
37849,1971,Cyprus,18.90666666666667,Asia,-0.3912499999999959,-2.06937588152325
37850,1971,Czech Republic,7.926833333333334,Europe,0.6084166666666668,7.675406320304452
37852,1971,Denmark,-19.14225,Europe,-0.9277499999999996,4.846608940955215
37854,1971,Djibouti,28.609333333333336,Africa,-0.3799166666666629,-1.3279465908561177
37855,1971,Dominica,26.08933333333333,Americas,-0.333750000000002,-1.2792584453416544
37856,1971,Dominican Republic,25.424000000000003,Americas,-0.25433333333332797,-1.0003671071952798
37857,1971,Ecuador,21.57341666666667,Americas,-0.38783333333333303,-1.7977371842661283
37858,1971,Egypt,22.680000000000003,Africa,-0.02841666666666498,-0.12529394473838174
37859,1971,El Salvador,24.874166666666667,Americas,-0.1818333333333335,-0.7310127642467091
37860,1971,Equatorial Guinea,24.8715,Africa,-0.32483333333333064,-1.3060464118904394
37861,1971,Eritrea,26.37633333333333,Africa,-0.48816666666667174,-1.8507753162557539
37862,1971,Estonia,5.395166666666667,Europe,1.045416666666668,19.376911433072834
37863,1971,Ethiopia,22.75208333333333,Africa,-0.3835000000000015,-1.68555993040931
37866,1971,Faroe Islands,7.116583333333334,Europe,0.7060833333333338,9.921661846157455
37868,1971,Fiji,25.42525,Oceania,0.14883333333333582,0.5853760861086355
37869,1971,Finland,0.8563333333333333,Europe,-0.3170000000000003,-37.01829505644223
37870,1971,France,12.869166666666668,Europe,-0.030083333333331908,-0.2337628699086854
37872,1971,French Guiana,25.557666666666663,Americas,-0.47900000000000276,-1.8741930014477177
37873,1971,French Polynesia,25.80525,Oceania,-0.6820833333333347,-2.6431959904799784
37875,1971,Gabon,24.167333333333332,Africa,-0.33141666666666936,-1.3713414802350392
37876,1971,Gambia,27.358083333333337,Africa,-0.7806666666666651,-2.853513739083811
37878,1971,Georgia,8.830916666666667,Asia,-0.35266666666666424,-3.993545403931237
37879,1971,Germany,8.600166666666667,Europe,0.7440833333333323,8.651964109222678
37880,1971,Ghana,26.60983333333333,Africa,-0.5330833333333374,-2.0033321015414254
37881,1971,Greece,14.664,Europe,-0.5009166666666687,-3.4159619930896667
37882,1971,Greenland,-19.7105,Americas,-0.9723333333333315,4.9330728968485404
37883,1971,Grenada,26.665666666666667,Americas,-0.42391666666666694,-1.589747115516833
37884,1971,Guadeloupe,26.29083333333333,Americas,-0.3405833333333348,-1.2954451805128586
37885,1971,Guam,26.9335,Oceania,-0.05858333333333121,-0.21751103025351778
37886,1971,Guatemala,23.32283333333333,Americas,0.016583333333333172,0.07110342511272862
37887,1971,Guernsey,11.21825,Europe,0.16716666666666669,1.4901314078993309
37888,1971,Guinea,25.439916666666665,Africa,-0.3776666666666664,-1.48454364695901
37890,1971,Guyana,25.628666666666664,Americas,-0.6325000000000038,-2.4679395468616026
37891,1971,Haiti,26.21366666666667,Americas,-0.23466666666666214,-0.8952073345964399
37893,1971,Honduras,24.752,Americas,-0.03641666666666765,-0.1471261581555739
37894,1971,Hong Kong,22.65458333333333,Asia,-0.05833333333333712,-0.25749020617610324
37895,1971,Hungary,9.991833333333334,Europe,0.3449166666666663,3.451985788393851
37896,1971,Iceland,1.3544166666666666,Europe,0.2711666666666668,20.02091921491418
37897,1971,India,23.634,Asia,-0.4400833333333303,-1.8620772333643492
37898,1971,Indonesia,25.79291666666667,Asia,-0.26724999999999355,-1.0361371823659344
37899,1971,Iran,17.901416666666666,Asia,-0.5505833333333356,-3.075641127098893
37900,1971,Iraq,21.819916666666668,Asia,-0.7827500000000001,-3.587318924988256
37901,1971,Ireland,10.086583333333332,Europe,0.48300000000000054,4.788539231156906
37903,1971,Israel,19.64933333333333,Asia,-0.4193333333333378,-2.1340842776684763
37904,1971,Italy,12.788916666666664,Europe,-0.05166666666666764,-0.40399564727271126
37905,1971,Jamaica,26.099083333333336,Americas,-0.05158333333332621,-0.19764423399286513
37906,1971,Japan,11.983416666666663,Asia,0.054416666666663005,0.45409976286670906
37907,1971,Jersey,11.21825,Europe,0.16716666666666669,1.4901314078993309
37908,1971,Jordan,19.331666666666667,Asia,-0.5126666666666644,-2.6519527545477937
37909,1971,Kazakhstan,6.325166666666667,Asia,0.7781666666666665,12.302706121050825
37910,1971,Kenya,23.8565,Africa,-0.37375000000000114,-1.5666589818288563
37912,1971,Kiribati,26.18166666666667,Oceania,-0.5686666666666653,-2.172003310204336
37913,1971,Kuwait,25.0655,Asia,-0.5917500000000011,-2.360814665576195
37914,1971,Kyrgyzstan,4.176749999999999,Asia,0.40216666666666656,9.628698549510183
37915,1971,Laos,23.201,Asia,-0.7875833333333304,-3.394609427754538
37916,1971,Latvia,6.0633333333333335,Europe,1.2259166666666665,20.218526663001647
37917,1971,Lebanon,17.71375,Asia,-0.5488333333333308,-3.0983463881636064
37918,1971,Lesotho,13.799500000000002,Africa,-0.48716666666666697,-3.5303211469014593
37919,1971,Liberia,25.27733333333333,Africa,-0.5035000000000025,-1.9919031543411854
37920,1971,Libya,22.208416666666665,Africa,-0.04550000000000409,-0.2048772800102248
37921,1971,Liechtenstein,4.857666666666667,Europe,0.4479999999999995,9.22253482467576
37922,1971,Lithuania,6.702916666666666,Europe,1.303166666666666,19.441785292472176
37923,1971,Luxembourg,9.48875,Europe,0.38033333333333097,4.008255390154983
37924,1971,Macau,22.421333333333333,Asia,-0.04008333333333525,-0.1787731921979153
37925,1971,Macedonia,10.283500000000002,Europe,-0.4036666666666662,-3.9253820845691263
37926,1971,Madagascar,22.583250000000003,Africa,-0.5427499999999981,-2.4033299015863436
37927,1971,Malawi,21.26125,Africa,-0.370000000000001,-1.7402551590334574
37928,1971,Malaysia,25.8485,Asia,-0.3449166666666663,-1.33437788137287
37929,1971,Mali,28.506416666666667,Africa,-0.38691666666666436,-1.3572967489775611
37930,1971,Malta,18.21033333333333,Europe,-0.38366666666667015,-2.106862404129543
37931,1971,Martinique,26.08933333333333,Americas,-0.333750000000002,-1.2792584453416544
37932,1971,Mauritania,27.253416666666663,Africa,-1.1147500000000043,-4.0903128353937435
37933,1971,Mauritius,23.30125,Africa,-0.4499166666666632,-1.9308692309067677
37934,1971,Mayotte,25.98558333333333,Africa,-0.66041666666667,-2.541473316935365
37935,1971,Mexico,20.64033333333333,Americas,0.15024999999999977,0.7279436701603647
37936,1971,Moldova,9.333166666666669,Europe,-0.20758333333333034,-2.2241468597653204
37937,1971,Monaco,9.208916666666669,Europe,0.17558333333333742,1.906666546010704
37938,1971,Mongolia,-0.6264166666666661,Asia,0.48641666666666683,-77.65065850738337
37939,1971,Montenegro,10.232916666666666,Europe,-0.05008333333333326,-0.48943360886029486
37940,1971,Montserrat,26.339916666666667,Americas,-0.3424166666666615,-1.2999914578317249
37941,1971,Morocco,16.9075,Africa,-1.056000000000001,-6.245748927990543
37942,1971,Mozambique,23.550666666666668,Africa,-0.4055833333333325,-1.7221734699654612
37943,1971,Namibia,20.568166666666663,Africa,-0.4380000000000024,-2.1295043311265913
37944,1971,Nepal,14.408416666666668,Asia,-0.6781666666666677,-4.7067396949699605
37945,1971,Netherlands,9.901833333333334,Europe,0.4703333333333344,4.749962128225423
37947,1971,New Caledonia,22.90983333333333,Oceania,-0.28108333333333135,-1.226911297186789
37948,1971,New Zealand,11.25175,Oceania,0.10233333333333228,0.9094881536946011
37949,1971,Nicaragua,25.90233333333333,Americas,-0.0885833333333359,-0.34198978213031994
37950,1971,Niger,27.46333333333333,Africa,0.019249999999999545,0.07009345794392358
37951,1971,Nigeria,26.796166666666668,Africa,-0.15033333333333232,-0.5610255198193734
37952,1971,Niue,25.102083333333336,Oceania,-0.3646666666666647,-1.4527346667773178
37954,1971,North Korea,6.703083333333333,Asia,0.09616666666666607,1.4346631525292999
37955,1971,Northern Mariana Islands,26.9335,Oceania,-0.05858333333333121,-0.21751103025351778
37956,1971,Norway,0.1938333333333333,Europe,0.4382499999999999,226.0963026655202
37958,1971,Oman,26.803916666666662,Asia,-0.4285833333333393,-1.5989578637450597
37959,1971,Pakistan,20.96625,Asia,-0.22308333333333152,-1.0640116059540048
37960,1971,Palau,27.3655,Oceania,-0.2690833333333309,-0.9832940502944617
37963,1971,Panama,26.02025,Americas,-0.394916666666667,-1.5177281796549495
37964,1971,Papua New Guinea,24.56375,Oceania,-0.20500000000000185,-0.8345631265584524
37965,1971,Paraguay,22.979333333333333,Americas,-0.7712499999999984,-3.356276654385093
37966,1971,Peru,19.80325,Americas,-0.33808333333332996,-1.7072113584049586
37967,1971,Philippines,26.39975,Asia,-0.6015833333333305,-2.2787463265119197
37968,1971,Poland,7.865166666666667,Europe,1.0435833333333342,13.268419825814254
37969,1971,Portugal,14.277,Europe,-0.4822500000000005,-3.3778104643832774
37970,1971,Puerto Rico,25.36191666666667,Americas,-0.33558333333333223,-1.323178124681687
37971,1971,Qatar,26.642750000000003,Asia,-0.6444999999999972,-2.4190445806082224
37973,1971,Romania,9.097416666666668,Europe,-0.010749999999999815,-0.11816541325834053
37974,1971,Russia,-4.971166666666668,Europe,0.5514166666666656,-11.092298923793853
37975,1971,Rwanda,18.91133333333333,Africa,-0.31333333333333613,-1.656854796065866
37976,1971,Saint Barthélemy,26.553416666666667,Americas,-0.3627500000000019,-1.366114216312409
37978,1971,Saint Lucia,26.61066666666667,Americas,-0.3636666666666599,-1.3666199017937415
37979,1971,Saint Martin,26.553416666666667,Americas,-0.3627500000000019,-1.366114216312409
37982,1971,Samoa,26.136166666666668,Oceania,-0.3548333333333318,-1.3576334198460567
37983,1971,San Marino,13.859416666666666,Europe,-0.0625833333333361,-0.4515582065142431
37985,1971,Saudi Arabia,25.225583333333333,Asia,-0.7523333333333362,-2.9824219459741714
37986,1971,Senegal,27.83241666666667,Africa,-0.7397499999999937,-2.6578719658431633
37987,1971,Serbia,10.123583333333334,Europe,0.06508333333333383,0.6428883053596024
37988,1971,Seychelles,26.520166666666668,Africa,-0.5543333333333322,-2.0902332187454786
37989,1971,Sierra Leone,25.934166666666663,Africa,-0.4704166666666687,-1.8138877285434354
37990,1971,Singapore,26.605500000000003,Asia,-0.24908333333332777,-0.936209931530427
37992,1971,Slovakia,7.80925,Europe,0.4755833333333328,6.090000106711052
37993,1971,Slovenia,9.679333333333334,Europe,0.13800000000000168,1.4257180246573626
37994,1971,Solomon Islands,26.497,Oceania,-0.23350000000000293,-0.881231837566528
37995,1971,Somalia,26.85558333333333,Africa,-0.100750000000005,-0.3751547629760603
37996,1971,South Africa,17.28575,Africa,-0.4344999999999999,-2.513631170183532
37999,1971,South Korea,11.920416666666668,Asia,0.20916666666666828,1.7546925792582886
38000,1971,Spain,13.091583333333332,Europe,-0.6284166666666682,-4.800157862239747
38001,1971,Sri Lanka,26.842583333333334,Asia,-0.37033333333333474,-1.3796486304410642
38002,1971,Sudan,26.76216666666667,Africa,-0.31566666666666165,-1.17952582314584
38003,1971,Suriname,25.9535,Americas,-0.5689166666666701,-2.1920614432221863
38005,1971,Swaziland,18.814,Africa,-0.7005000000000017,-3.7232911661528734
38006,1971,Sweden,2.581833333333333,Europe,0.7329166666666662,28.38745077787101
38007,1971,Switzerland,7.264166666666667,Europe,0.4435000000000002,6.105311460364807
38008,1971,Syria,18.084416666666662,Asia,-0.7046666666666681,-3.8965407602309625
38009,1971,Taiwan,21.94758333333333,Asia,-0.21225000000000094,-0.9670768611578389
38010,1971,Tajikistan,5.147166666666667,Asia,0.2741666666666669,5.326555062655834
38011,1971,Tanzania,21.96741666666667,Africa,-0.4036666666666626,-1.8375700374417987
38012,1971,Thailand,25.67008333333333,Asia,-0.7322500000000005,-2.852542356374641
38014,1971,Togo,26.77083333333333,Africa,-0.4933333333333394,-1.8428015564202567
38015,1971,Tonga,23.855,Oceania,0.1792499999999997,0.7514147977363222
38017,1971,Tunisia,19.738416666666662,Africa,-0.3665000000000056,-1.8567852031360452
38018,1971,Turkey,11.94525,Asia,-0.609333333333332,-5.1010513244455495
38019,1971,Turkmenistan,15.894,Asia,0.32699999999999996,2.0573801434503585
38021,1971,Uganda,22.88275,Africa,-0.1668333333333294,-0.7290790369747053
38022,1971,Ukraine,8.22125,Europe,0.06708333333333272,0.815974861892446
38023,1971,United Arab Emirates,27.62275,Asia,-0.6359166666666667,-2.3021482896042818
38024,1971,United Kingdom,9.0505,Europe,0.38074999999999903,4.206949892271135
38026,1971,United States,8.4425,Americas,-0.23049999999999926,-2.7302339354456526
38027,1971,Uruguay,17.116916666666665,Americas,-0.4585833333333369,-2.6791234792091854
38028,1971,Uzbekistan,13.428833333333332,Asia,0.44841666666666313,3.3392079232496976
38029,1971,Venezuela,24.724416666666663,Americas,-0.6172500000000056,-2.4965199718227487
38030,1971,Vietnam,23.406,Asia,-0.5112500000000004,-2.184268990857047
38033,1971,Yemen,26.028333333333336,Asia,-0.3475833333333327,-1.335403726708072
38034,1971,Zambia,21.19033333333333,Africa,-0.44099999999999895,-2.0811376256469094
38035,1971,Zimbabwe,21.16025,Africa,-0.638499999999997,-3.017450171902491
38037,1972,Afghanistan,12.547166666666667,Asia,-2.2763333333333318,-18.14221006070426
38039,1972,Albania,12.60825,Europe,0.0738333333333312,0.5855954104124774
38040,1972,Algeria,22.698166666666665,Africa,0.025916666666667254,0.11417955928893196
38041,1972,American Samoa,26.81233333333333,Oceania,0.4100833333333327,1.5294578365677465
38042,1972,Andorra,10.741,Europe,-0.45116666666666916,-4.200415852031181
38043,1972,Angola,22.011,Africa,0.1739999999999995,0.7905138339920925
38044,1972,Anguilla,26.67075,Americas,0.11733333333333462,0.43993263531522214
38047,1972,Argentina,14.818416666666666,Americas,0.16724999999999746,1.1286630937853064
38048,1972,Armenia,7.789166666666667,Asia,-1.316250000000002,-16.898470097357464
38049,1972,Aruba,28.35233333333333,Americas,0.46233333333332993,1.6306711969620253
38051,1972,Australia,22.012083333333333,Oceania,0.3577500000000029,1.6252437108406501
38052,1972,Austria,6.249833333333334,Europe,-0.19949999999999868,-3.1920851222699054
38053,1972,Azerbaijan,10.639083333333334,Asia,-1.349499999999999,-12.684363471163703
38054,1972,Bahamas,25.597250000000003,Americas,0.33091666666666697,1.2927821022440573
38055,1972,Bahrain,25.41058333333333,Asia,-0.3805833333333375,-1.4977355235843497
38057,1972,Bangladesh,25.143833333333333,Asia,0.5086666666666666,2.0230275150301926
38058,1972,Barbados,26.6925,Americas,0.24758333333333127,0.9275389466454296
38059,1972,Belarus,6.7580833333333326,Europe,0.3743333333333325,5.5390458340012465
38060,1972,Belgium,9.333333333333334,Europe,-0.49783333333333246,-5.333928571428562
38061,1972,Belize,25.504166666666663,Americas,0.24924999999999287,0.9772912922724766
38062,1972,Benin,27.36133333333333,Africa,0.20250000000000057,0.7400955119146262
38063,1972,Bhutan,12.121249999999998,Asia,0.35283333333332934,2.9108659035440185
38064,1972,Bolivia,21.3355,Americas,0.5958333333333314,2.792685117917703
38067,1972,Botswana,22.05816666666667,Africa,-0.022749999999998494,-0.10313640450626067
38068,1972,Brazil,25.09733333333333,Americas,0.48883333333332857,1.947750092971346
38069,1972,British Virgin Islands,26.40125,Americas,0.10908333333333786,0.4131748812398574
38070,1972,Bulgaria,10.69725,Europe,0.13441666666666663,1.25655347558173
38071,1972,Burkina Faso,28.33258333333333,Africa,0.1040833333333282,0.36736266548230356
38073,1972,Burundi,20.260166666666667,Africa,0.6010833333333352,2.966823241006582
38074,1972,Cambodia,26.99291666666667,Asia,0.6290000000000013,2.3302409582760957
38075,1972,Cameroon,24.53258333333333,Africa,0.28041666666666387,1.143037660798043
38076,1972,Canada,-6.802916666666667,Americas,-1.9333333333333336,28.419182948490228
38077,1972,Cape Verde,24.034166666666668,Africa,0.020333333333336867,0.08460178218509844
38078,1972,Cayman Islands,27.062,Americas,0.2759999999999998,1.0198802749242473
38079,1972,Central African Republic,25.45141666666667,Africa,0.35075000000000145,1.3781158219745517
38080,1972,Chad,27.452,Africa,0.5389166666666689,1.9631235125552562
38081,1972,Chile,9.586083333333333,Americas,0.42591666666666406,4.4430728573539495
38082,1972,China,6.814416666666667,Asia,-0.03183333333333316,-0.4671468577647853
38083,1972,Christmas Island,26.1495,Asia,0.3874999999999993,1.481863897971278
38084,1972,Colombia,25.039583333333336,Americas,0.48216666666666796,1.9256177718612246
38085,1972,Comoros,25.806833333333334,Africa,0.42766666666667064,1.6571838208226657
38086,1972,Congo,24.55933333333333,Africa,0.23300000000000054,0.9487228209234801
38088,1972,Costa Rica,26.051583333333337,Americas,0.6202500000000057,2.380853371036331
38089,1972,Croatia,11.494166666666668,Europe,0.10083333333333577,0.8772565794243667
38090,1972,Cuba,25.77133333333333,Americas,0.29166666666666785,1.1317484543549727
38091,1972,Curaçao,27.72791666666667,Americas,0.4450000000000003,1.6048807609659348
38092,1972,Cyprus,18.59433333333333,Asia,-0.31233333333333846,-1.679723213165329
38093,1972,Czech Republic,7.709916666666667,Europe,-0.2169166666666662,-2.8134761508446853
38095,1972,Denmark,-18.274916666666662,Europe,0.8673333333333382,-4.74603167365107
38097,1972,Djibouti,29.08908333333333,Africa,0.4797499999999957,1.6492441322489102
38098,1972,Dominica,26.327,Americas,0.2376666666666729,0.9027487623605914
38099,1972,Dominican Republic,25.64808333333333,Americas,0.22408333333332564,0.8736845183362981
38100,1972,Ecuador,22.48566666666667,Americas,0.9122500000000002,4.057028922128171
38101,1972,Egypt,22.85475,Africa,0.17474999999999596,0.7646112952449533
38102,1972,El Salvador,25.56683333333333,Americas,0.6926666666666641,2.7092391835776723
38103,1972,Equatorial Guinea,25.002666666666663,Africa,0.13116666666666177,0.5246107081911068
38104,1972,Eritrea,26.974083333333336,Africa,0.5977500000000049,2.216015990657717
38105,1972,Estonia,5.966583333333333,Europe,0.571416666666666,9.576949398734607
38106,1972,Ethiopia,23.251,Africa,0.4989166666666698,2.1457858443364577
38109,1972,Faroe Islands,7.533916666666666,Europe,0.41733333333333267,5.539394073467753
38111,1972,Fiji,25.15291666666667,Oceania,-0.27233333333332865,-1.0827107525634678
38112,1972,Finland,2.824583333333333,Europe,1.9682499999999998,69.68284407729753
38113,1972,France,12.594416666666667,Europe,-0.27475000000000094,-2.1815222353820882
38115,1972,French Guiana,25.84566666666667,Americas,0.28800000000000736,1.1143067180830082
38116,1972,French Polynesia,26.476333333333333,Oceania,0.6710833333333319,2.53465358999861
38118,1972,Gabon,24.265,Africa,0.09766666666666879,0.40250017171509905
38119,1972,Gambia,27.701416666666663,Africa,0.3433333333333266,1.2394071302008982
38121,1972,Georgia,7.990416666666667,Asia,-0.8404999999999996,-10.518850706575579
38122,1972,Germany,8.054833333333333,Europe,-0.5453333333333337,-6.770262161435167
38123,1972,Ghana,26.85666666666667,Africa,0.24683333333333835,0.9190765793719932
38124,1972,Greece,14.70375,Europe,0.03974999999999973,0.27033919918387983
38125,1972,Greenland,-18.818,Americas,0.8924999999999983,-4.742799447337646
38126,1972,Grenada,26.955166666666667,Americas,0.2895000000000003,1.074005601894505
38127,1972,Guadeloupe,26.475583333333333,Americas,0.18475000000000108,0.6978127645912785
38128,1972,Guam,26.762916666666666,Oceania,-0.1705833333333331,-0.6373869315439576
38129,1972,Guatemala,23.721666666666668,Americas,0.3988333333333358,1.6813040118035656
38130,1972,Guernsey,10.71875,Europe,-0.4994999999999994,-4.660058309037895
38131,1972,Guinea,25.743583333333333,Africa,0.3036666666666683,1.1795819670273886
38133,1972,Guyana,26.092166666666667,Americas,0.46350000000000335,1.776395214400248
38134,1972,Haiti,26.443,Americas,0.22933333333333294,0.8672742628799036
38136,1972,Honduras,25.198666666666668,Americas,0.446666666666669,1.772580559817989
38137,1972,Hong Kong,22.87216666666667,Asia,0.21758333333333724,0.9513018005873394
38138,1972,Hungary,10.18975,Europe,0.19791666666666607,1.9423113095676152
38139,1972,Iceland,2.597833333333333,Europe,1.2434166666666664,47.86360428562263
38140,1972,India,24.272166666666667,Asia,0.6381666666666668,2.629211785790309
38141,1972,Indonesia,26.061916666666665,Asia,0.2689999999999948,1.0321573944100868
38142,1972,Iran,16.423833333333334,Asia,-1.4775833333333317,-8.996580173122384
38143,1972,Iraq,21.17716666666667,Asia,-0.6427499999999995,-3.03510856819058
38144,1972,Ireland,9.239583333333334,Europe,-0.8469999999999978,-9.167080045095803
38146,1972,Israel,19.529666666666667,Asia,-0.1196666666666637,-0.6127430063663676
38147,1972,Italy,12.716833333333334,Europe,-0.07208333333332995,-0.5668339864483817
38148,1972,Jamaica,26.406333333333333,Americas,0.30724999999999625,1.1635466239159655
38149,1972,Japan,12.592166666666666,Asia,0.6087500000000023,4.834354691408699
38150,1972,Jersey,10.71875,Europe,-0.4994999999999994,-4.660058309037895
38151,1972,Jordan,19.116,Asia,-0.21566666666666734,-1.1281997628513671
38152,1972,Kazakhstan,4.3566666666666665,Asia,-1.9685000000000006,-45.18362662586077
38153,1972,Kenya,24.397166666666667,Africa,0.5406666666666666,2.216104329054603
38155,1972,Kiribati,26.85375,Oceania,0.6720833333333331,2.502754115657341
38156,1972,Kuwait,24.3685,Asia,-0.6969999999999992,-2.860249912797255
38157,1972,Kyrgyzstan,2.372583333333333,Asia,-1.8041666666666663,-76.04228864458571
38158,1972,Laos,23.910416666666663,Asia,0.7094166666666624,2.966977433127106
38159,1972,Latvia,6.335250000000001,Europe,0.2719166666666677,4.2921221209371
38160,1972,Lebanon,17.343833333333333,Asia,-0.36991666666666845,-2.1328426049604667
38161,1972,Lesotho,13.912416666666669,Africa,0.112916666666667,0.8116251070686279
38162,1972,Liberia,25.57558333333333,Africa,0.29824999999999946,1.166151309680129
38163,1972,Libya,22.650916666666664,Africa,0.442499999999999,1.9535633215727064
38164,1972,Liechtenstein,4.6940833333333325,Europe,-0.1635833333333343,-3.484883452573296
38165,1972,Lithuania,6.767916666666667,Europe,0.06500000000000128,0.9604137166779724
38166,1972,Luxembourg,8.969666666666667,Europe,-0.5190833333333327,-5.78709725370693
38167,1972,Macau,22.610416666666666,Asia,0.1890833333333326,0.8362664701004299
38168,1972,Macedonia,10.45025,Europe,0.16674999999999862,1.5956556063251943
38169,1972,Madagascar,22.834750000000003,Africa,0.25150000000000006,1.1013915195042645
38170,1972,Malawi,21.48033333333333,Africa,0.2190833333333302,1.019925202898761
38171,1972,Malaysia,26.32058333333333,Asia,0.4720833333333303,1.7935899343669448
38172,1972,Mali,28.557666666666663,Africa,0.05124999999999602,0.17946144059387215
38173,1972,Malta,18.328,Europe,0.11766666666666836,0.6420049468936511
38174,1972,Martinique,26.327,Americas,0.2376666666666729,0.9027487623605914
38175,1972,Mauritania,27.196916666666667,Africa,-0.05649999999999622,-0.20774413766265007
38176,1972,Mauritius,23.82175,Africa,0.520500000000002,2.184978013789927
38177,1972,Mayotte,26.450083333333332,Africa,0.464500000000001,1.7561381344104188
38178,1972,Mexico,20.975,Americas,0.33466666666667066,1.59555025824396
38179,1972,Moldova,9.384666666666668,Europe,0.05149999999999899,0.5487674930737975
38180,1972,Monaco,8.889750000000001,Europe,-0.3191666666666677,-3.590277191897046
38181,1972,Mongolia,-0.2343333333333329,Asia,0.3920833333333332,-167.31863442389783
38182,1972,Montenegro,10.3225,Europe,0.08958333333333357,0.8678453217082448
38183,1972,Montserrat,26.5115,Americas,0.1715833333333343,0.6472034148702801
38184,1972,Morocco,16.594916666666666,Africa,-0.31258333333333255,-1.883608936471505
38185,1972,Mozambique,23.56875,Africa,0.01808333333333323,0.07672589056837222
38186,1972,Namibia,20.844083333333334,Africa,0.2759166666666708,1.3237169620476033
38187,1972,Nepal,15.07691666666667,Asia,0.6685000000000016,4.433930456603095
38188,1972,Netherlands,9.366166666666668,Europe,-0.5356666666666658,-5.719166503550001
38190,1972,New Caledonia,22.620500000000003,Oceania,-0.2893333333333281,-1.2790757646087756
38191,1972,New Zealand,10.55625,Oceania,-0.6954999999999991,-6.58851391355831
38192,1972,Nicaragua,26.449416666666668,Americas,0.5470833333333367,2.0684136071053993
