,country,year,population,gdp,co2,co2_growth_prct,Emissions_per_capita,GDP_per_capita
422,Norway,1982,4114936.0,99335069696.0,30.956,-2.791,7.522838751319583,24140.125070231956
423,Norway,1983,4128576.0,102897041408.0,31.998,3.365,7.750372041110543,24923.131222000033
424,Norway,1984,4140232.0,108971442176.0,33.869,5.848,8.180459452513773,26320.129445886123
425,Norway,1985,4152640.0,114639986688.0,32.347,-4.495,7.789502581490329,27606.531432534484
426,Norway,1986,4167465.0,118764650496.0,34.857,7.759,8.364077442761968,28498.05589153118
427,Norway,1987,4187034.0,121201516544.0,33.28,-4.522,7.948347207116064,28946.867052906662
428,Norway,1988,4209655.0,121152471040.0,35.676,7.198,8.47480375470199,28779.667464435923
429,Norway,1989,4227072.0,122312998912.0,34.234,-4.042,8.098750151405039,28935.631782945737
430,Norway,1990,4241637.0,124859203584.0,35.097,2.521,8.274399718787818,29436.560361954595
431,Norway,1991,4261886.0,132674478080.0,33.535,-4.451,7.868582125378294,31130.46150929424
432,Norway,1992,4286560.0,141645643776.0,34.455,2.743,8.037913851666605,33044.12950617745
433,Norway,1993,4312138.0,150160310272.0,36.0,4.484,8.348526879241806,34822.705180585595
434,Norway,1994,4336745.0,162612346880.0,37.905,5.292,8.74042628745753,37496.40499499048
435,Norway,1995,4359327.0,174580203520.0,38.508,1.591,8.833473607279288,40047.512728455564
436,Norway,1996,4381511.0,189004513280.0,41.572,7.957,9.488051039926637,43136.83413781228
437,Norway,1997,4405334.0,205114343424.0,41.734,0.39,9.473515515509153,46560.45226627538
438,Norway,1998,4431672.0,216977244160.0,41.871,0.328,9.44812702745149,48960.58285902025
439,Norway,1999,4462148.0,228162633728.0,42.636,1.827,9.555039411512123,51132.91484908165
440,Norway,2000,4491204.0,242722144256.0,42.147,-1.147,9.384343262964675,54043.89207348408
441,Norway,2001,4514019.0,255412797440.0,43.526,3.272,9.642405138303582,56582.127244036856
442,Norway,2002,4538435.0,267060707328.0,42.592,-2.146,9.384732842929337,58844.22875462577
443,Norway,2003,4565167.0,277816606720.0,43.98,3.259,9.633820624743848,60855.73796533621
444,Norway,2004,4592284.0,297704030208.0,44.307,0.744,9.648140228261145,64827.00769551709
445,Norway,2005,4623691.0,314925252608.0,43.342,-2.178,9.373896309247309,68111.22382702478
446,Norway,2006,4661081.0,332397084672.0,43.926,1.347,9.423994133549707,71313.30364608554
447,Norway,2007,4709582.0,352664748032.0,45.666,3.961,9.69640193121173,74882.38829518204
448,Norway,2008,4768654.0,364919226368.0,44.795,-1.907,9.39363602391786,76524.57619445655
449,Norway,2009,4829195.0,370050662400.0,43.225,-3.505,8.950767156844982,76627.81527770156
450,Norway,2010,4889747.0,383737856000.0,45.691,5.705,9.344246236052705,78478.05949878388
451,Norway,2011,4953565.0,399382970368.0,44.791,-1.97,9.042174676218037,80625.36180871756
452,Norway,2012,5019058.0,410365034496.0,44.3,-1.096,8.826357455921011,81761.36527930142
453,Norway,2013,5080667.0,414462935040.0,44.586,0.646,8.775619421623185,81576.4810092848
454,Norway,2014,5137926.0,422415695872.0,45.046,1.032,8.767350872706224,82215.21599805058
455,Norway,2015,5190357.0,429219184640.0,45.59,1.208,8.783596195791542,82695.50334206298
456,Norway,2016,5236591.0,433545936896.0,44.765,-1.81,8.54850035070526,82791.63618010267
457,Norway,2017,5277396.0,443618328576.0,44.242,-1.168,8.38330115837432,84060.07973932599
458,Norway,2018,5312321.0,449338998784.0,44.393,0.341,8.35661098039821,84584.30858827996
459,Norway,2019,5348285.0,,42.784,-3.624,7.999573695119089,
460,Norway,2020,5379836.0,,41.196,-3.712,7.657482495748941,
461,Norway,2021,5403021.0,,40.919,-0.673,7.5733557208087845,
462,Qatar,1980,277459.0,10864234496.0,13.082,-8.79,47.14930854648795,39156.17981755863
463,Qatar,1981,294901.0,9299814400.0,12.841,-1.842,43.543426438024966,31535.37763520639
464,Qatar,1982,312623.0,7540661248.0,12.335,-3.939,39.4564699334342,24120.622116734852
465,Qatar,1983,330461.0,6768237568.0,11.243,-8.856,34.022169030536126,20481.199197484726
466,Qatar,1984,348255.0,6604221440.0,12.298,9.388,35.31320440481831,18963.75196336018
467,Qatar,1985,365881.0,5895161344.0,12.378,0.649,33.83067172113337,16112.236885763405
468,Qatar,1986,382338.0,4988308992.0,13.267,7.184,34.699663648394875,13046.856425466473
469,Qatar,1987,397403.0,5088463360.0,11.471,-13.541,28.864905398298454,12804.290254477193
470,Qatar,1988,412156.0,5164954624.0,11.898,3.724,28.867710284455402,12531.552674230146
471,Qatar,1989,426913.0,5220839936.0,14.292,20.128,33.47754694750453,12229.28309983533
472,Qatar,1990,441685.0,5221963264.0,11.411,-20.159,25.835154012474955,11822.822291904864
473,Qatar,1991,456495.0,5668716032.0,17.38,52.311,38.07270616326576,12417.914833678353
474,Qatar,1992,471299.0,6980115968.0,26.78,54.083,56.821677958153956,14810.377208523676
475,Qatar,1993,486053.0,7619622912.0,30.684,14.578,63.128918039802244,15676.526864354299
476,Qatar,1994,500685.0,8527819264.0,30.304,-1.239,60.52508063952385,17032.304271148525
477,Qatar,1995,515140.0,9599471616.0,31.298,3.28,60.756299258454014,18634.684971075825
478,Qatar,1996,529277.0,10961503232.0,31.668,1.183,59.8325640449141,20710.33359091742
479,Qatar,1997,550596.0,15539098624.0,36.789,16.171,66.81668591853192,28222.323852697802
480,Qatar,1998,581004.0,18830878720.0,31.722,-13.775,54.59859140384576,32410.927842149107
481,Qatar,1999,613312.0,21447383040.0,30.756,-3.046,50.14739643118021,34969.77564437024
482,Qatar,2000,645947.0,25410875392.0,34.012,10.587,52.654474747928234,39338.947919875776
483,Qatar,2001,678838.0,29107027968.0,41.214,21.174,60.71257059858169,42877.72335667715
484,Qatar,2002,713195.0,34542092288.0,40.703,-1.24,57.07134794831708,48432.88622045864
485,Qatar,2003,748535.0,39744811008.0,41.3,1.469,55.174440740913916,53096.79708764453
486,Qatar,2004,777951.0,52481273856.0,42.711,3.416,54.901915416266576,67460.89902320327
487,Qatar,2005,848718.0,62263799808.0,50.69,18.68,59.7253740347206,73362.1766098987
488,Qatar,2006,1015064.0,86333710336.0,63.197,24.673,62.25912848844999,85052.47978058526
489,Qatar,2007,1231904.0,111748800512.0,62.901,-0.469,51.05998519365146,90712.26370886042
490,Qatar,2008,1444287.0,144533995520.0,64.257,2.156,44.490464845283526,100072.90484508965
491,Qatar,2009,1610281.0,178711953408.0,68.597,6.754,42.59939724805795,110981.84317395535
492,Qatar,2010,1713512.0,234398711808.0,71.92,4.845,41.97227682093852,136794.32172520531
493,Qatar,2011,1804175.0,296602402816.0,79.648,10.745,44.14649354968337,164397.80110909417
494,Qatar,2012,1905670.0,316628008960.0,93.823,17.797,49.23360287982704,166150.49245672126
495,Qatar,2013,2035509.0,337404067840.0,83.99,-10.481,41.262406601985056,165759.06460742743
496,Qatar,2014,2214471.0,357207343104.0,91.549,9.0,41.341250348277306,161305.94760735182
497,Qatar,2015,2414580.0,374985752576.0,91.327,-0.242,37.823141084577856,155300.6123532871
498,Qatar,2016,2595175.0,388615569408.0,87.545,-4.142,33.73375591241438,149745.4196375967
499,Qatar,2017,2711764.0,394755702784.0,100.18,14.433,36.942742805052355,145571.55518843085
500,Qatar,2018,2766743.0,400649388032.0,95.232,-4.939,34.42025515199641,144809.03648513794
501,Qatar,2019,2807242.0,,101.152,6.217,36.03251874971948,
502,Qatar,2020,2760390.0,,92.861,-8.197,33.640536301029925,
503,Qatar,2021,2688239.0,,95.667,3.022,35.58723759308603,
504,Singapore,1980,2400734.0,32831453184.0,30.433,-14.079,12.676539758257267,13675.589708814054
505,Singapore,1981,2451730.0,36344500224.0,25.707,-15.531,10.485249191387306,14824.022312407973
506,Singapore,1982,2507222.0,38947999744.0,28.382,10.405,11.320098499454774,15534.324341442441
507,Singapore,1983,2564775.0,42275213312.0,33.397,17.673,13.02141513388114,16483.01052217056
508,Singapore,1984,2624375.0,45996859392.0,31.969,-4.278,12.181567039771375,17526.78614603477
509,Singapore,1985,2685987.0,45678538752.0,32.397,1.34,12.061488011669454,17006.239699596463
510,Singapore,1986,2749737.0,46286409728.0,34.101,5.259,12.401549675478055,16833.031569200983
511,Singapore,1987,2814749.0,51266056192.0,31.811,-6.715,11.30154056365239,18213.36687285438
512,Singapore,1988,2880509.0,56963538944.0,35.281,10.908,12.248182526074384,19775.511530774595
513,Singapore,1989,2945697.0,62766456832.0,41.004,16.222,13.919965291745893,21307.845590364523
514,Singapore,1990,3022218.0,69065572352.0,43.536,6.174,14.405314242718427,22852.611013500682
515,Singapore,1991,3120627.0,74503577600.0,44.235,1.608,14.17503597834666,23874.553927784385
516,Singapore,1992,3228234.0,80669507584.0,47.441,7.248,14.695650934845492,24988.74232289233
517,Singapore,1993,3334134.0,90974445568.0,49.662,4.68,14.895022215663797,27285.779626133804
518,Singapore,1994,3438616.0,102035136512.0,60.086,20.99,17.473890658334632,29673.315226823815
519,Singapore,1995,3543878.0,110414864384.0,40.546,-32.52,11.441138775093274,31156.508317724256
520,Singapore,1996,3651905.0,120048672768.0,48.013,18.416,13.147384721125002,32872.89038679812
521,Singapore,1997,3760649.0,131444244480.0,56.737,18.17,15.087023543010794,34952.54262761561
522,Singapore,1998,3866296.0,129944207360.0,47.412,-16.435,12.262899684866342,33609.48239865753
523,Singapore,1999,3966485.0,139396956160.0,49.2,3.771,12.403929423658479,35143.69931059868
524,Singapore,2000,4053602.0,153483296768.0,48.394,-1.638,11.938517891001633,37863.43522822418
525,Singapore,2001,4121341.0,153706151936.0,49.2,1.666,11.937861972595813,37295.17939330912
526,Singapore,2002,4176799.0,161957806080.0,47.093,-4.282,11.274902143962398,38775.580553433385
527,Singapore,2003,4226417.0,171018076160.0,49.438,4.979,11.697378654306947,40464.080132178155
528,Singapore,2004,4270407.0,189425549312.0,46.859,-5.218,10.972958783553887,44357.72733418618
529,Singapore,2005,4344645.0,205871267840.0,40.322,-13.949,9.28085033414698,47385.06088299504
530,Singapore,2006,4486581.0,226597797888.0,46.471,15.248,10.357775776253677,50505.67411755188
531,Singapore,2007,4663262.0,249987809280.0,47.185,1.537,10.11845356319246,53607.92708623277
532,Singapore,2008,4838404.0,257280245760.0,59.991,27.139,12.398923281313424,53174.61000776289
533,Singapore,2009,5010707.0,258565505024.0,43.129,-28.107,8.607368181775545,51602.59919887553
534,Singapore,2010,5163585.0,301275578368.0,55.066,27.678,10.664296220552194,58346.20295163147
535,Singapore,2011,5281351.0,323579838464.0,31.206,-43.33,5.908715402555142,61268.383499600764
536,Singapore,2012,5381003.0,336108421120.0,48.328,54.867,8.981225247412054,62462.039348426304
537,Singapore,2013,5478063.0,352915685376.0,50.882,5.284,9.288319612242503,64423.444085254225
538,Singapore,2014,5570505.0,365521141760.0,52.252,2.693,9.380119037681503,65617.23609618876
539,Singapore,2015,5650020.0,372585824256.0,56.466,8.064,9.993946924081685,65944.16024297259
540,Singapore,2016,5711936.0,380027207680.0,35.654,-36.857,6.242016717274143,66532.11935147733
541,Singapore,2017,5764489.0,396507480064.0,37.157,4.213,6.445844549274012,68784.49764827377
542,Singapore,2018,5814543.0,410139852800.0,46.02,23.854,7.914637487417326,70536.9025218319
543,Singapore,2019,5866408.0,,29.917,-34.992,5.0997134873673975,
544,Singapore,2020,5909874.0,,29.909,-0.024,5.060852397191548,
545,Singapore,2021,5941063.0,,32.507,8.684,5.471579749280558,
546,Sweden,1980,8311761.0,197852790784.0,71.714,-15.5,8.62801517031108,23803.95571816851
547,Sweden,1981,8326689.0,197824643072.0,69.389,-3.242,8.333324326151727,23757.899817322348
548,Sweden,1982,8340726.0,199816642560.0,62.257,-10.278,7.464218342623892,23956.74459993051
549,Sweden,1983,8355111.0,203327553536.0,58.268,-6.406,6.9739348765085225,24335.70942815721
550,Sweden,1984,8371284.0,211401310208.0,57.308,-1.648,6.845783753125566,25253.152348910873
551,Sweden,1985,8389918.0,215471751168.0,62.364,8.822,7.43320733289646,25682.22373186484
552,Sweden,1986,8411798.0,220206333952.0,62.01,-0.568,7.371789003967998,26178.2717502251
553,Sweden,1987,8438000.0,226880372736.0,59.695,-3.733,7.074543730741882,26887.932298648968
554,Sweden,1988,8468135.0,231720042496.0,57.425,-3.802,6.781304265933408,27363.763390167966
555,Sweden,1989,8504982.0,237234962432.0,55.521,-3.316,6.528056144034167,27893.646621709486
556,Sweden,1990,8548407.0,240234004480.0,57.58,3.709,6.735757902027828,28102.780375337767
557,Sweden,1991,8594170.0,237965099008.0,57.951,0.643,6.743059539199248,27689.13100485562
558,Sweden,1992,8640277.0,235763220480.0,57.689,-0.452,6.676753534637836,27286.534966413692
559,Sweden,1993,8683403.0,231559217152.0,57.726,0.064,6.647854533527926,26666.874398435728
560,Sweden,1994,8723467.0,241527455744.0,60.187,4.263,6.899435740400004,27687.094562746668
561,Sweden,1995,8758496.0,251744239616.0,59.605,-0.966,6.805392158653723,28742.861744299476
562,Sweden,1996,8785493.0,256500908032.0,63.522,6.571,7.2303284516873445,29195.960662879133
563,Sweden,1997,8807868.0,264172109824.0,58.425,-8.023,6.633273795656338,29992.741696855584
564,Sweden,1998,8828629.0,276042121216.0,58.893,0.801,6.670684655567699,31266.703042567537
565,Sweden,1999,8848881.0,289704280064.0,56.032,-4.859,6.3321000700540555,32739.086452174008
566,Sweden,2000,8871042.0,303455109120.0,54.891,-2.037,6.187660930925589,34207.38049938215
567,Sweden,2001,8896748.0,308399210496.0,55.822,1.697,6.274427464956858,34664.26277286937
568,Sweden,2002,8926011.0,317464870912.0,56.792,1.737,6.362528569592845,35566.264808770684
569,Sweden,2003,8961506.0,326406144000.0,57.371,1.021,6.401937352940455,36423.13512929635
570,Sweden,2004,9004263.0,341905244160.0,56.683,-1.2,6.295129318190728,37971.48574625153
571,Sweden,2005,9051739.0,354498740224.0,54.066,-4.617,5.972995907195291,39163.606045644934
572,Sweden,2006,9104724.0,372237959168.0,53.885,-0.335,5.91835622913995,40884.04647609307
573,Sweden,2007,9164274.0,387885170688.0,53.152,-1.361,5.799913882976437,42325.79369495063
574,Sweden,2008,9229282.0,388983685120.0,51.07,-3.916,5.533474868359207,42146.68975549778
575,Sweden,2009,9301413.0,373029306368.0,47.421,-7.145,5.098257651821288,40104.58479458981
576,Sweden,2010,9381722.0,399841820672.0,53.287,12.37,5.679874121190118,42619.23564479953
577,Sweden,2011,9467384.0,397621100544.0,49.405,-7.285,5.218442602518288,41999.04646774653
578,Sweden,2012,9555984.0,396489588736.0,46.919,-5.033,4.909907760414836,41491.23614438869
579,Sweden,2013,9648935.0,401409179648.0,45.351,-3.34,4.7001042083919105,41601.397423446215
580,Sweden,2014,9747507.0,411859910656.0,43.478,-4.131,4.460422547016381,42252.84584622509
581,Sweden,2015,9849344.0,428683493376.0,43.742,0.607,4.441107956022249,43524.06549877839
582,Sweden,2016,9953322.0,443163607040.0,43.416,-0.745,4.3619607604375705,44524.19072144958
583,Sweden,2017,10058191.0,454543736832.0,42.704,-1.639,4.245693882727023,45191.400405102664
584,Sweden,2018,10162300.0,463407448064.0,42.095,-1.427,4.142270942601576,45600.64631668028
585,Sweden,2019,10267922.0,,40.982,-2.643,3.9912652238690556,
586,Sweden,2020,10368968.0,,36.515,-10.901,3.5215655019863115,
587,Sweden,2021,10467095.0,,35.849,-1.824,3.4249235341802096,
588,Switzerland,1980,6319116.0,174991867904.0,40.491,1.569,6.407700064376093,27692.460132714765
589,Switzerland,1981,6353701.0,178175066112.0,38.812,-4.145,6.108565700526355,28042.72125993968
590,Switzerland,1982,6390953.0,178914492416.0,36.586,-5.737,5.724654836297497,27994.96294465004
591,Switzerland,1983,6418416.0,182090694656.0,40.023,9.395,6.235650665210856,28370.036260659952
592,Switzerland,1984,6441452.0,184888541184.0,39.129,-2.234,6.074562070787766,28702.929274952294
593,Switzerland,1985,6469830.0,193084801024.0,39.781,1.667,6.148693242326305,29843.87549966537
594,Switzerland,1986,6503525.0,203695226880.0,42.247,6.198,6.496015622297139,31320.74173313703
595,Switzerland,1987,6544455.0,211297730560.0,40.205,-4.832,6.143368699150655,32286.528146346795
596,Switzerland,1988,6592667.0,217769050112.0,40.662,1.137,6.167761848126108,33032.0111894018
597,Switzerland,1989,6646209.0,225335066624.0,39.419,-3.058,5.931050317556971,33904.30042509948
598,Switzerland,1990,6711685.0,234154442752.0,44.16,12.027,6.579569809965753,34887.57931160357
599,Switzerland,1991,6795392.0,236259213312.0,46.133,4.469,6.788865160391041,34767.56209384242
600,Switzerland,1992,6873188.0,240475389952.0,46.017,-0.253,6.695146415317026,34987.45996064708
601,Switzerland,1993,6936123.0,244573601792.0,43.612,-5.226,6.287662430438445,35260.85131304621
602,Switzerland,1994,6991543.0,252214820864.0,42.677,-2.144,6.1040888971147,36074.27156837911
603,Switzerland,1995,7038302.0,258065989632.0,43.419,1.74,6.168959501879857,36665.944375788364
604,Switzerland,1996,7069694.0,264364883968.0,44.107,1.585,6.238883889458299,37394.10559608379
605,Switzerland,1997,7086993.0,275430572032.0,43.047,-2.403,6.074085299646832,38864.23650086857
606,Switzerland,1998,7108225.0,288736575488.0,44.623,3.66,6.277657221036194,40620.06696299006
607,Switzerland,1999,7142199.0,298852253696.0,44.446,-0.397,6.223013388453612,41843.170947211074
608,Switzerland,2000,7182052.0,316330344448.0,43.622,-1.852,6.0737516241876275,44044.56337102544
609,Switzerland,2001,7224413.0,326784483328.0,45.077,3.336,6.239538077349676,45233.36128873031
610,Switzerland,2002,7276479.0,333238534144.0,43.464,-3.58,5.9732186404990655,45796.67365823498
611,Switzerland,2003,7330729.0,339510165504.0,44.648,2.724,6.090526603834353,46313.28828333444
612,Switzerland,2004,7381153.0,355558785024.0,45.238,1.323,6.128852768666359,48171.17122812656
613,Switzerland,2005,7428437.0,373064302592.0,45.779,1.194,6.162669212917872,50221.10338850555
614,Switzerland,2006,7475014.0,395138629632.0,45.373,-0.885,6.069955186706005,52861.256130356414
615,Switzerland,2007,7541909.0,419030794240.0,43.369,-4.418,5.7504008600475025,55560.30896686767
616,Switzerland,2008,7638288.0,436420476928.0,44.711,3.094,5.853536813484906,57135.90230271495
617,Switzerland,2009,7734402.0,434943557632.0,43.539,-2.621,5.629265197231796,56234.930332299766
618,Switzerland,2010,7822444.0,455990116352.0,45.046,3.462,5.75855832269301,58292.53828496567
619,Switzerland,2011,7910988.0,472720965632.0,40.985,-9.014,5.180768824323839,59754.98453947851
620,Switzerland,2012,7995738.0,477669457920.0,42.253,3.093,5.284440285562133,59740.50899616771
621,Switzerland,2013,8088370.0,486174916608.0,43.188,2.212,5.339518345476282,60107.89771091085
622,Switzerland,2014,8187792.0,495886106624.0,39.234,-9.156,4.791768037097181,60564.08206559229
623,Switzerland,2015,8281735.0,500062388224.0,38.732,-1.279,4.676797796596969,60381.35586613192
624,Switzerland,2016,8372902.0,508579282944.0,39.185,1.171,4.679978339648547,60741.10062962638
625,Switzerland,2017,8451688.0,517730729984.0,38.179,-2.569,4.517322456768399,61257.67183833573
626,Switzerland,2018,8514431.0,531971145728.0,36.874,-3.418,4.330765027046435,62478.7664293715
627,Switzerland,2019,8575593.0,,36.733,-0.382,4.2834355595000835,
628,Switzerland,2020,8638609.0,,34.241,-6.784,3.9637168437650088,
629,Switzerland,2021,8691409.0,,34.932,2.017,4.019141200235773,
630,United States,1980,223140016.0,6743208230912.0,4808.521,-3.994,21.549344157078487,30219.62780047484
631,United States,1981,225654000.0,6911865389056.0,4686.369,-2.54,20.767941184290994,30630.369455254506
632,United States,1982,228001424.0,6782206869504.0,4447.256,-5.102,19.50538694881134,29746.335573342734
633,United States,1983,230389968.0,7066236747776.0,4429.374,-0.402,19.225550654184733,30670.765785149117
634,United States,1984,232766288.0,7581108011008.0,4662.142,5.255,20.029283622033788,32569.6133926748
635,United States,1985,235146176.0,7874871820288.0,4652.58,-0.205,19.78590542760942,33489.26167648161
636,United States,1986,237512784.0,8146027806720.0,4663.37,0.232,19.634185248740128,34297.218320341024
637,United States,1987,239853168.0,8432566927360.0,4825.651,3.48,20.119188085937644,35157.20470850733
638,United States,1988,242287808.0,8787203194880.0,5050.476,4.659,20.84494486821227,36267.62430769938
639,United States,1989,244954096.0,9091291283456.0,5132.134,1.617,20.951411239108246,37114.26521096426
640,United States,1990,248083728.0,9250378088448.0,5122.496,-0.188,20.648254689239433,37287.322965607804
641,United States,1991,251560192.0,9243499429888.0,5064.987,-1.123,20.134294538938814,36744.682679714286
642,United States,1992,255175328.0,9572148314112.0,5175.22,2.176,20.281035947174328,37512.04471504392
643,United States,1993,258779760.0,9834941382656.0,5274.363,1.916,20.3816674070646,38005.06416211221
644,United States,1994,262273584.0,10232022433792.0,5365.579,1.729,20.457946691268763,39012.783055544016
645,United States,1995,265660560.0,10510263123968.0,5427.798,1.16,20.43132785687119,39562.75302577093
646,United States,1996,268984352.0,10909166600192.0,5616.431,3.475,20.880140269274847,40556.88191182214
647,United States,1997,272395424.0,11398757220352.0,5691.865,1.343,20.895596983303214,41846.360900512045
648,United States,1998,275835008.0,11906028929024.0,5737.129,0.795,20.799132936744563,43163.589043142776
649,United States,1999,279181568.0,12463818932224.0,5810.332,1.276,20.81201865017106,44644.13256760561
650,United States,2000,282398560.0,12973842104320.0,6016.351,3.546,21.304467699835296,45941.60148805291
651,United States,2001,285470496.0,13100471287808.0,5911.988,-1.735,20.70962878069193,45890.80648042871
652,United States,2002,288350240.0,13334491430912.0,5952.699,0.689,20.64398836637001,46244.07952950551
653,United States,2003,291109824.0,13708808945664.0,6015.804,1.06,20.66506694050971,47091.53664860173
654,United States,2004,293947872.0,14227881328640.0,6117.963,1.698,20.813088247156966,48402.73628053344
655,United States,2005,296842656.0,14703731408896.0,6137.604,0.321,20.676287170803377,49533.75504393816
656,United States,2006,299753088.0,15095884152832.0,6057.163,-1.311,20.207174646354268,50361.06301207479
657,United States,2007,302743392.0,15364464312320.0,6135.287,1.29,20.26563473266495,50750.78339718146
658,United States,2008,305694912.0,15319731011584.0,5918.869,-3.527,19.36201345739114,50114.445514827545
659,United States,2009,308512032.0,14894294368256.0,5482.978,-7.364,17.77233116146342,48277.839511478116
660,United States,2010,311182848.0,15270622003200.0,5681.392,3.619,18.257407297718416,49072.82680053111
661,United States,2011,313876608.0,15509302018048.0,5546.629,-2.372,17.671367851662268,49412.09896740059
662,United States,2012,316651328.0,15849635184640.0,5345.454,-3.627,16.88119874235929,50053.90403617698
663,United States,2013,319375168.0,16108428984320.0,5480.926,2.534,17.1614031057042,50437.32449581052
664,United States,2014,322033952.0,16482662612992.0,5528.871,0.875,17.168596558415057,51182.99642204186
665,United States,2015,324607776.0,16902578503680.0,5376.578,-2.755,16.56330623453703,52070.77511193077
666,United States,2016,327210208.0,17162557194240.0,5251.757,-2.322,16.05010134647144,52451.16678707041
667,United States,2017,329791232.0,17596283879424.0,5210.958,-0.777,15.800777869073244,53355.82687481515
668,United States,2018,332140032.0,18140645818368.0,5376.657,3.18,16.187922207462183,54617.462728395236
669,United States,2019,334319680.0,,5259.144,-2.186,15.730883685937963,
670,United States,2020,335942016.0,,4715.691,-10.333,14.037217065459297,
671,United States,2021,336997632.0,,5007.336,6.185,14.858668205716057,
